language_code,language_name,language_family,has_missing_rationale,missing_rationale_services,has_mixed_script,mixed_script_services,has_romanization,romanization_services,has_script_disagreement,script_disagr_services,has_source_term,source_term_services,has_placeholder_term,placeholder_term_services,has_repetition_loop,repetition_loop_services,has_extreme_term_length,extreme_term_length_services,has_unicode_escape,unicode_escape_services,has_short_translation,short_translation_services,has_any_mixing,any_mixing_services,has_refusal_rationale,refusal_rationale_services,has_transliteration_rationale,transliteration_rationale_services,has_placeholder_rationale,placeholder_rationale_services,has_language_name_term,language_name_term_services,has_unexpected_rationale_language,unexpected_rationale_language_services,quality_flags,flag_count
man,Mandarin,Sino-Tibetan languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Qwen,True,Gemini;OpenAI;Qwen,True,Gemini,False,,False,,source_term;refusal_rationale;transliteration_rationale;placeholder_rationale,4
mxc,Manyika,Niger-Kordofanian languages,True,Gemini,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI;Qwen,True,Claude;Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
mh,Marshallese,Austronesian languages,True,DeepSeek,False,,False,,False,,True,Claude;DeepSeek;Gemini;Google Translate;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Claude;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
mwr,Marwari,Indo-European languages,False,,False,,True,Gemma;Llama,True,Gemma;Llama;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma;Llama,False,,True,Claude;Gemini;Gemma;OpenAI,False,,False,,False,,romanization;script_disagreement;any_mixing;transliteration_rationale,4
mas,Masai,Nilo-Saharan languages,True,DeepSeek;Llama,False,,False,,False,,True,Claude;DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
mls,Masalit,Nilo-Saharan languages,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Qwen,True,Claude;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemma;Qwen,True,Gemini,False,,False,,False,,script_disagreement;source_term;refusal_rationale;transliteration_rationale,4
byv,Medumba,Niger-Kordofanian languages,True,Gemma;OpenAI,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma,True,Gemini;OpenAI;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
mer,Meru,Niger-Kordofanian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemma;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
crg,Michif,North American Indian languages,True,DeepSeek;Llama,False,,False,,False,,True,Claude;Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
zg,Moroccan Amazigh,Afro-Asiatic languages,True,Gemma,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Mistral,True,Gemini;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
mos,Mossi,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini;Qwen,True,DeepSeek;Gemini;Gemma,True,Qwen,False,,False,,missing_rationale;refusal_rationale;transliteration_rationale;placeholder_rationale,4
naq,Nama,Khoisan languages,True,DeepSeek;Gemma;Llama;OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemini,True,Gemini;Gemma;Llama;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
ng,Ndonga,Niger-Kordofanian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI;Qwen,True,Gemini;Qwen,False,,True,Gemma,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
yrk,Nenets,Uralic languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Qwen,True,Gemma;OpenAI;Qwen,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
nnh,Ngiemboon,Niger-Kordofanian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Llama,False,,False,,True,Gemma;Llama,False,,missing_rationale;source_term;refusal_rationale;language_name_term,4
pcm,Nigerian Pidgin,Creoles and pidgins,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral;OpenAI,False,,False,,True,Gemma;Mistral,False,,False,,False,,True,OpenAI,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,False,,source_term;extreme_term_length;refusal_rationale;transliteration_rationale,4
crl,Northern East Cree,North American Indian languages,True,DeepSeek;OpenAI,False,,False,,True,Claude;DeepSeek;Gemma;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
hno,Northern Hindko,Indo-European languages,False,,True,Llama,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Llama,False,,True,Claude;Gemini;Gemma;Mistral;OpenAI,False,,False,,False,,mixed_script;script_disagreement;any_mixing;transliteration_rationale,4
lrc,Northern Luri,Indo-European languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini;Gemma,False,,False,,True,Qwen,missing_rationale;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
nus,Nuer,Nilo-Saharan languages,False,,False,,False,,True,Mistral,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI,True,DeepSeek;Gemini;Gemma;Qwen,False,,False,,False,,script_disagreement;source_term;refusal_rationale;transliteration_rationale,4
nyn,Nyankole,Niger-Kordofanian languages,True,Gemini,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Qwen,True,OpenAI;Qwen,False,,True,Qwen,False,,missing_rationale;refusal_rationale;transliteration_rationale;language_name_term,4
nzi,Nzima,Niger-Kordofanian languages,False,,False,,False,,False,,True,Claude;Llama;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemma,False,,True,Claude;DeepSeek;Llama;OpenAI;Qwen,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
ann,Obolo,Niger-Kordofanian languages,True,DeepSeek;Gemma,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemma;OpenAI,True,Claude;Gemini;Gemma;Mistral;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
or,Oriya,Indo-European languages,False,,False,,False,,True,Llama;Mistral,True,Llama,False,,False,,False,,False,,False,,True,Mistral,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,script_disagreement;source_term;any_mixing;transliteration_rationale,4
pau,Palauan,Austronesian languages,False,,False,,False,,False,,True,DeepSeek;Gemini;Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI,True,Gemini,False,,True,Mistral,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
pa,"Panjabi, Punjabi",Indo-European languages,False,,False,,False,,True,Llama;Mistral,False,,False,,False,,False,,False,,False,,False,,True,OpenAI,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,True,Llama,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
pcd,Picard,Indo-European languages,False,,False,,False,,True,Qwen,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Gemini;Gemma,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
puu,Punu,Niger-Kordofanian languages,True,DeepSeek;Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
pko,Pökoot,Nilo-Saharan languages,True,DeepSeek;Gemma,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,True,Gemma;Mistral;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
rmy,Romani,Indo-European languages,False,,False,,False,,True,Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemini;Gemma,False,,True,Mistral,False,,script_disagreement;refusal_rationale;transliteration_rationale;language_name_term,4
rng,Ronga,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;Mistral;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
rtm,Rotuman,Austronesian languages,True,DeepSeek;OpenAI,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
rug,Roviana,Austronesian languages,True,OpenAI,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma;Qwen,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
rwk,Rwa,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,Claude;DeepSeek,False,,False,,False,,False,,False,,False,,True,Gemma,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
sm,Samoan,Austronesian languages,True,Llama,False,,False,,False,,True,Lingvanex,False,,False,,False,,False,,False,,False,,True,Claude;Mistral,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
sad,Sandawe,Language isolate,True,DeepSeek,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,True,DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
seh,Sena,Niger-Kordofanian languages,False,,False,,False,,False,,True,DeepSeek;Llama;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini,True,Gemini;Gemma,False,,True,Llama,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
see,Seneca,North American Indian languages,True,DeepSeek;Gemma,False,,False,,False,,True,DeepSeek;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma;Llama,True,Gemini,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
srr,Serer,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,Mistral;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;Gemma;OpenAI;Qwen,True,Gemini;Gemma;Mistral;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
xsr,Sherpa,Sino-Tibetan languages,True,Gemma,False,,False,,True,Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,DeepSeek;Mistral;OpenAI,True,Claude;DeepSeek;Gemini;Gemma;OpenAI,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
sms,Skolt Sami,Uralic languages,True,Gemma,False,,False,,False,,True,Mistral,False,,False,,False,,False,,False,,False,,True,DeepSeek,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
snk,Soninke,Niger-Kordofanian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,True,Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;Mistral,True,Gemma;Mistral;OpenAI,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
nr,South Ndebele,Niger-Kordofanian languages,True,Gemma,False,,False,,False,,True,Claude;Gemini;Google Translate;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;Gemma;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
alt,Southern Altai,Altaic languages,False,,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Gemini;Gemma;Qwen,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
crj,Southern East Cree,North American Indian languages,True,DeepSeek;OpenAI,False,,False,,True,Claude;DeepSeek;Gemini;Llama;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Claude;Gemini,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
sdh,Southern Kurdish,Indo-European languages,False,,False,,False,,True,Gemma;Llama,False,,False,,False,,False,,False,,False,,False,,True,Mistral,True,Gemini;Gemma,False,,False,,True,Qwen,script_disagreement;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
luz,Southern Luri,Indo-European languages,True,Gemma,False,,False,,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemma,True,Claude;Gemini;Gemma,False,,False,,True,Qwen,missing_rationale;refusal_rationale;transliteration_rationale;unexpected_rationale_language,4
slh,Southern Lushootseed,North American Indian languages,True,Gemma,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,True,Claude;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
zgh,Standard Moroccan Tamazight,Afro-Asiatic languages,True,OpenAI,False,,False,,True,Gemini;Gemma;Llama;Mistral;Qwen,False,,False,,False,,False,,False,,False,,True,Mistral,False,,True,Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;any_mixing;transliteration_rationale,4
suk,Sukuma,Niger-Kordofanian languages,True,DeepSeek,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemma;Mistral,True,Claude,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
sux,Sumerian,Language isolate,True,OpenAI,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral;Qwen,True,Gemini;Qwen,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
tbw,Tagbanwa,Austronesian languages,True,Llama,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemma;Llama;OpenAI,True,Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
tmh,Tamashek,Afro-Asiatic languages,True,DeepSeek;Gemma;OpenAI,False,,False,,True,DeepSeek;Gemini;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,True,Claude;Gemini;Mistral,True,Gemini,False,,False,,False,,missing_rationale;script_disagreement;refusal_rationale;transliteration_rationale,4
grr,Taznatit,Afro-Asiatic languages,False,,False,,False,,True,DeepSeek;Gemini;Qwen,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;Gemini;OpenAI,True,Gemini;Gemma,False,,False,,False,,script_disagreement;source_term;refusal_rationale;transliteration_rationale,4
tsi,Tsimshian,North American Indian languages,True,DeepSeek;Llama,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Llama,True,DeepSeek;Gemma;OpenAI;Qwen,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
mzb,Tumzabt,Afro-Asiatic languages,True,DeepSeek;OpenAI,False,,False,,True,DeepSeek;Gemini;Mistral,False,,False,,False,,False,,False,,False,,False,,False,,True,Gemini,True,Llama,False,,False,,missing_rationale;script_disagreement;transliteration_rationale;placeholder_rationale,4
tru,Turoyo,Afro-Asiatic languages,True,Mistral,False,,False,,True,Llama;Qwen,False,,False,,False,,False,,False,,False,,True,Gemma,False,,True,Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;any_mixing;transliteration_rationale,4
kcg,Tyap,Niger-Kordofanian languages,True,OpenAI,False,,False,,True,Qwen,True,Gemini;OpenAI,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Qwen,False,,False,,False,,missing_rationale;script_disagreement;source_term;transliteration_rationale,4
aoz,Uab Meto,Austronesian languages,True,DeepSeek;Gemma;OpenAI,False,,False,,False,,True,Claude;OpenAI,False,,False,,False,,False,,False,,False,,True,DeepSeek;OpenAI,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
udm,Udmurt,Uralic languages,True,Gemma,False,,False,,True,Llama,False,,False,,False,,False,,False,,False,,True,Qwen,False,,True,Gemini;Gemma,False,,False,,False,,missing_rationale;script_disagreement;any_mixing;transliteration_rationale,4
uli,Ulithian,Austronesian languages,True,Gemma,False,,False,,False,,True,Claude;DeepSeek;Gemini;OpenAI,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;Mistral;Qwen,True,Gemini;Gemma,False,,False,,False,,missing_rationale;source_term;refusal_rationale;transliteration_rationale,4
kxp,Wadiyara Koli,Indo-European languages,True,Gemma,False,,False,,True,DeepSeek;Gemma;Llama;Mistral;OpenAI;Qwen,False,,False,,False,,False,,False,,False,,False,,False,,True,Claude;DeepSeek;Gemini;Gemma;OpenAI;Qwen,False,,False,,True,Qwen,missing_rationale;script_disagreement;transliteration_rationale;unexpected_rationale_language,4
guc,Wayuu,South American Indian languages,False,,False,,False,,False,,True,OpenAI,False,,False,,False,,False,,False,,False,,True,Gemini;Gemma;OpenAI,True,Gemini,False,,True,DeepSeek;Llama,False,,source_term;refusal_rationale;transliteration_rationale;language_name_term,4
