language_code,language_name,language_family,term_source,has_wikipedia,n_services_with_data,mean_rationale_similarity,category,evidence,loan_words_found,absence_signals,construction_signals,debate_signals,n_unique_raw,n_unique_normalized,max_edit_distance,has_script_disagreement,scripts_found,script_per_service,script_signals,claude_rationale_snippet,openai_rationale_snippet,gemini_rationale_snippet,ollama_rationale_snippet,service_translations
xh,Xhosa,Niger-Kordofanian languages,Digital Humanities,False,7,0.23,TRANSMOGRIFICATION,No Wikipedia; 6 distinct outputs; absence signals: 0; construction signals: 1,False,,Ollama:combining,,6,6,27,False,['Latin'],"[('Google Translate', 'Latin'), ('EasyNMT', 'Latin'), ('Lingvanex', 'Latin'), ('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",Google Translate:Latin; EasyNMT:Latin; Lingvanex:Latin; OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"In Xhosa, 'ubuntu' refers to humanities/human studies/human nature, and 'bedijithali' is the localized form of 'digital'. This combines to represent Digital Humanities as the study of human culture and society through digital methods.","The term 'Digital Humanities' translates to 'Ubugcisa Ngezobuchwepheshe' in Xhosa, capturing the essence of integrating digital technology with the study of humanities.","This translation combines 'UbuNzululwazi' (science/scholarship) with 'beDijithali' (digital) and 'boBuntu' (of humanity/the humanities). It aims to capture the interdisciplinary nature of the field, emphasizing both the digital aspect and its application to the study of humanity.",Combining 'intaneti' (internet) and 'yethu' (humanities),"{'Google Translate': 'Uluntu lweDijithali', 'EasyNMT': 'Ubuntu bamanani', 'Lingvanex': 'Ubuntu beDijithali', 'OpenAI': 'Ubugcisa Ngezobuchwepheshe', 'Claude': 'Ubuntu Bedijithali', 'Gemini': 'UbuNzululwazi beDijithali boBuntu', 'Ollama': 'Intanethi Yezinhlobo'}"
xlc,Lycian,Indo-European languages,Digital Humanities,False,4,0.2513,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 8; script disagreement: Latin+Other,False,Ollama:loanword,Claude:compound; Claude:reconstructed; Claude:neologism; Claude:construct; Claude:morpholog; OpenAI:construct; Ollama:ancient; Ollama:morpholog,,4,4,20,True,"['Latin', 'Other']","[('OpenAI', 'Other'), ('Claude', 'Latin'), ('Gemini', 'Other'), ('Ollama', 'Latin')]",OpenAI:Other; Claude:Latin; Gemini:Other; Ollama:Latin,"Lycian compound using 'winẽ' (related to 'skill/craft/art') and 'ñtawata' (adapted from 'ñtata-' meaning 'human/mortal'), following Lycian morphological patterns for abstract technical concepts, though this is a reconstructed neologism as Lycian was extinct before the concept existed","The Lycian language does not have a direct equivalent for 'Digital Humanities'. The translation provided is a conceptual reconstruction using the Lycian script, attempting to convey modern concepts through known Lycian vocabulary related to 'writing' and 'study'.",,"Using Lycian roots and morphology, 'Ṭuḫḥi' (Tu-kh-ki) means 'to create/make digital', while 'sēru' (Se-roo) is a loanword from Greek, adapted to fit the Lycian phonology. It means 'arts/humanities'. This combination aims to convey the essence of Digital Humanities in an ancient Anatolian language.","{'OpenAI': '𐊆𐊀𐊂𐊚𐊋𐊎𐊆𐊗𐊐𐊆 𐊑𐊁𐊖𐊆𐊎𐊆𐊏𐊐𐊁', 'Claude': 'Winẽ Ñtawata', 'Gemini': '𐊗𐊆𐊅𐊁𐊆𐊎𐊆 𐊐𐊕𐊑𐊏𐊀𐊇𐊀', 'Ollama': 'kubalaša nisya pata'}"
xld,Lydian,Indo-European languages,Digital Humanities,False,3,0.1307,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 0; construction signals: 2; script disagreement: Latin+Other,False,,Claude:construct; OpenAI:ancient,,3,3,16,True,"['Latin', 'Other']","[('OpenAI', 'Other'), ('Claude', 'Latin'), ('Gemini', 'Other')]",OpenAI:Other; Claude:Latin; Gemini:Other,"Lydian term constructed from 'diγral' (counting/numerical) + 'artas' (knowledge/learning), approximating the concept of digital (numerical) humanities (human knowledge)",Lydian script and vocabulary are limited and not directly mapped to modern concepts. This translation suggests a conceptual equivalent using available Lydian structures. Direct translation challenges arise due to the ancient context and lack of surviving vocabulary for 'digital' and 'humanities'.,,,"{'OpenAI': '𐤲𐤷𐤨𐤯𐤶𐤪𐤧𐤱𐤠𐤮 𐤲𐤯𐤧𐤣𐤠𐤿', 'Claude': 'diγitaλ ẽnλuprid', 'Gemini': '𐤨𐤮𐤠𐤭𐤤𐤮 𐤫𐤠𐤭𐤤𐤮𐤠𐤭𐤤𐤮'}"
xmf,Megrelian,Caucasian languages,Digital Humanities,False,3,0.2475,TRANSMOGRIFICATION,No Wikipedia; 2 distinct outputs; absence signals: 1; construction signals: 0,False,Gemini:borrowed,,,2,2,15,False,['Georgian'],"[('OpenAI', 'Georgian'), ('Claude', 'Georgian'), ('Gemini', 'Georgian')]",OpenAI:Georgian; Claude:Georgian; Gemini:Georgian,Megrelian uses Georgian script and borrows many scholarly terms from Georgian. 'ციფრული' (ts'ipruli) means 'digital' and 'ჰუმანიტარული მეცნიერებეფი' (humanitaruli mets'nierebеfi) means 'humanities/humanitarian sciences' with the Megrelian plural ending '-efi'.,"The term 'Digital Humanities' doesn't have a direct equivalent in Megrelian, so it is translated using phonetic transcription from the Georgian language, which is closely related and shares a similar cultural and academic context.","Megrelian, like Georgian, uses 'ციფრული' (tsipruli) for 'digital'. For 'humanities', 'ჰუმანიტარია' (humanitaria) is the most direct and commonly understood term, borrowed from international usage.",,"{'OpenAI': 'ციფრული ჰუმანიტარია', 'Claude': 'ციფრული ჰუმანიტარული მეცნიერებეფი', 'Gemini': 'ციფრული ჰუმანიტარია'}"
xmn,Manichaean Middle Persian,Indo-European languages,Digital Humanities,False,4,0.1709,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 4; script disagreement: Arabic+Latin+Other,True,Gemini:loanword; Gemini:transliterat,Claude:combining; Ollama:compound; Ollama:formation,,4,4,22,True,"['Arabic', 'Latin', 'Other']","[('OpenAI', 'Other'), ('Claude', 'Arabic'), ('Gemini', 'Arabic'), ('Ollama', 'Latin')]",OpenAI:Other; Claude:Arabic; Gemini:Arabic; Ollama:Latin,"Combining 'angištīg' (digital/finger-related) with 'frahangīhā' (humanities/liberal arts), adapted to Manichaean Middle Persian orthographic conventions","The term 'Digital Humanities' in Manichaean Middle Persian can be represented using conceptually equivalent terms. The word '𐫖𐫃𐫑𐫢𐫛𐫏𐫞' refers to the study or craft associated with humans, while '𐫤𐫇𐫢𐫇𐫗𐫟' is an adaptation of the concept of 'digital' reflecting the notion of computation and numbers in t","Manichaean Middle Persian (MMP) lacks direct equivalents for 'digital' and 'humanities'. 'دین‌فرهنگ' (dēn-farhang) combines 'religion/worldview' (dēn) and 'culture/wisdom' (farhang), reflecting the holistic, often religiously-inflected nature of knowledge in the Sasanian era, which aligns with the b","Breakdown: 'dastān' = digital, '-xwarīh' = humanities, with a hyphen (-) for the compound word formation.","{'OpenAI': '𐫇𐫏𐫙 𐫁𐫋𐫃𐫇', 'Claude': 'انگشتیگ فرهنگ\u200cهای', 'Gemini': 'دین\u200cفرهنگِ دیجیتال', 'Ollama': 'dastān-xwarīh-ye digital'}"
xmr,Meroitic,Language isolate,Digital Humanities,False,4,0.2626,TRANSMOGRIFICATION,No Wikipedia; 4 distinct outputs; absence signals: 1; construction signals: 2; script disagreement: Latin+Other,False,Claude:transliterat,OpenAI:ancient; Ollama:combining,,4,4,24,True,"['Latin', 'Other']","[('OpenAI', 'Latin'), ('Claude', 'Other'), ('Gemini', 'Other'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Other; Gemini:Other; Ollama:Latin,"Meroitic is an undeciphered script with limited vocabulary knowledge. This represents a phonetic transliteration approximating 'digital humanities' using attested Meroitic characters, though the language's actual lexicon for such modern concepts is unknown.","Meroitic is an ancient language for which current understanding is partial and limited mostly to inscriptions. As of now, there is no comprehensive lexicon or recorded vocabulary for modern technical terms like 'Digital Humanities'.",,"Based on the existing limited Meroitic script knowledge, 'Digital Humanities' could be approximated to n-ht-t, combining elements from known words and attempting to convey the idea of 'digital' (likely derived from n-) and 'humanities' (possibly related to t).","{'OpenAI': 'Translation not available', 'Claude': '𐦵𐦢𐦣𐦯𐦴𐦬 𐦥𐦴𐦭𐦢𐦯𐦴', 'Gemini': '𐦠𐦡𐦣𐦯𐦴 𐦥𐦴𐦭𐦢𐦯𐦴', 'Ollama': 'ṯr.n.t mry.š.k'}"
xna,Ancient North Arabian,Afro-Asiatic languages,Digital Humanities,False,4,0.2679,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 0; services with data: 4; script disagreement: Arabic+Latin,True,,Claude:ancient; Claude:neologism; OpenAI:ancient; OpenAI:reconstructed; OpenAI:construct; Gemini:compound; Gemini:ancient; Ollama:ancient,,4,4,25,True,"['Arabic', 'Latin']","[('OpenAI', 'Latin'), ('Claude', 'Arabic'), ('Gemini', 'Arabic'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Arabic; Gemini:Arabic; Ollama:Latin,"Ancient North Arabian was written in a consonantal script and did not have established terminology for modern concepts. This translation uses Arabic cognates that would be comprehensible: 'raqmi' (digital/numerical) and 'insani' (human/humanistic), following the pattern of modern Arabic neologisms w","Ancient North Arabian script and vocabulary are not fully reconstructed, and specific modern terms like 'Digital Humanities' cannot be directly translated into the language. Therefore, the original term is retained.","Ancient North Arabian (xna) refers to a group of epigraphic languages from the pre-Islamic Arabian Peninsula. These languages predate the concepts of 'digital' and 'humanities' by millennia. Therefore, a direct translation is impossible. To convey the *idea* in a historical context, one would need t","literally 'the digital humanities book for the public' or 'the book of state (science) for the people', a direct translation of the term, using vocabulary and grammatical structures common in Ancient North Arabian inscriptions","{'OpenAI': 'Digital Humanities', 'Claude': 'رقمي إنساني', 'Gemini': 'العلوم الإنسانية الرقمية', 'Ollama': 'al-Kitāb al-Dawlatī lil-Iʿlām'}"
xnr,Kangri,Indo-European languages,Digital Humanities,False,4,0.245,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 2; services with data: 4; script disagreement: Devanagari+Latin,True,Claude:transliterat; Gemini:loanword,Ollama:combining; Ollama:suffix; Ollama:prefix,,2,2,18,True,"['Devanagari', 'Latin']","[('OpenAI', 'Devanagari'), ('Claude', 'Devanagari'), ('Gemini', 'Devanagari'), ('Ollama', 'Latin')]",OpenAI:Devanagari; Claude:Devanagari; Gemini:Devanagari; Ollama:Latin,"Kangri uses Devanagari script and borrows technical terms from Hindi. 'Digital' is transliterated as 'डिजिटल' and 'Humanities' is translated as 'मानविकी', which is the standard Hindi term for humanities used in Kangri context.","Kangri often uses terms directly from Hindi due to linguistic similarities and lack of equivalent terms, hence 'डिजिटल मानविकी' is used to represent 'Digital Humanities'.","Kangri does not have a direct equivalent for 'Digital Humanities'. 'डिजिटल' (digital) is a loanword commonly understood. 'मनखता' (mankhta) means 'humanity' or 'human studies', which best captures the 'humanities' aspect in a concise way for Kangri speakers.","I used the Tibetan and Dzongkha influences in Kangri to create a translation that reflects its linguistic roots. ""Digital"" is translated as ""Digitāl"", combining the prefix 'digit-' with the suffix '-āl', which is common in Kangri words related to technology. ""Humanities"" is translated as ""Pānji"", us","{'OpenAI': 'डिजिटल मानविकी', 'Claude': 'डिजिटल मानविकी', 'Gemini': 'डिजिटल मानविकी', 'Ollama': 'Krigi Digitāl Pānji'}"
xog,Soga,Niger-Kordofanian languages,Digital Humanities,False,4,0.1877,STRUCTURAL_ABSENCE,Loan word detected: True; absence signals: 1; services with data: 4,True,Gemini:loanword,,,4,4,23,False,['Latin'],"[('OpenAI', 'Latin'), ('Claude', 'Latin'), ('Gemini', 'Latin'), ('Ollama', 'Latin')]",OpenAI:Latin; Claude:Latin; Gemini:Latin; Ollama:Latin,"Literal translation where 'ebyobugunjufu' means knowledge/humanities and 'digiito' is the adapted form of 'digital' in Soga, following the language's phonological patterns.","The translation aims to combine 'ebyobuwangwa' (humanities or cultural studies) and 'cyamansaani' (digital), to convey the interdisciplinary nature of digital humanities in Soga.","Soga does not have a direct equivalent for 'digital' or 'humanities' in a single word. 'Obuntu' refers to 'humanity' or 'humanness' in a broad sense, encompassing culture, knowledge, and human experience, which aligns with the 'humanities' aspect. 'Bwa Digital' is a calque for 'of digital' or 'digit","Inspired by Swahili, adapting from 'Digital Humanities' to use Swahili's grammatical structure and vocabulary related to electronic technology (e.g., 'Kielektroniki')","{'OpenAI': 'Ebyobuwangwa bya Cyamansaani', 'Claude': 'Ebyobugunjufu bya Digiito', 'Gemini': 'Obuntu bwa Digital', 'Ollama': 'Uhandisi wa Kielektroniki'}"
xpr,Parthian,Indo-European languages,Digital Humanities,False,3,0.2098,TRANSMOGRIFICATION,No Wikipedia; 3 distinct outputs; absence signals: 0; construction signals: 7; script disagreement: Arabic+Latin+Other,False,,Claude:compound; Claude:morpholog; OpenAI:combining; OpenAI:ancient; Gemini:reconstructed; Gemini:construct; Gemini:suffix,,3,3,21,True,"['Arabic', 'Latin', 'Other']","[('OpenAI', 'Other'), ('Claude', 'Arabic'), ('Gemini', 'Latin')]",OpenAI:Other; Claude:Arabic; Gemini:Latin,"Parthian uses Middle Persian script and vocabulary. 'دستکرد' (dastkard) means 'manual/artificial work' approximating 'digital', and 'فراگرد' (frāgird) means 'knowledge/learning' approximating 'humanities'. This follows Parthian morphological patterns for compound technical terms.","The Parthian language does not have a direct translation for 'Digital Humanities,' as it is an ancient language and the concept did not exist. However, this translation attempts to convey the meaning by combining terms for 'digital' and 'human sciences' or 'studies.'","Parthian, an Iranian language, lacks direct equivalents. 'digītālīg' is a reconstructed term for 'digital' based on Latin 'digitalis' and Parthian adjectival suffixes (-īg). 'mardōhmīg' means 'human/humanities' (from 'mardōhm' meaning 'human/people' + adjectival suffix -īg). The combination aims to ",,"{'OpenAI': '𐭣𐭠𐭲𐭠𐭱𐭩𐭠𐭥𐭩 𐭤𐭩𐭧𐭩𐭠𐭭𐭩𐭣𐭩𐭩', 'Claude': 'دستکرد فراگرد', 'Gemini': 'digītālīg ud mardōhmīg'}"
