n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,term_source,language_code,language_name,language_family,service,is_baseline,difference_types
4,4,1.0,Vanhu Vanogutsikana,"{'minimal': 'Vanhu Vanogutsikana', 'fluent_speaker': 'Vanhu Vanogutsikana', 'github_searcher': 'Vanhu Vanogutsikana', 'judge': 'Vanhu Vanogutsikana'}",Digital Humanities,sn,Shona,Atlantic-Congo,EasyNMT,True,all_identical
4,4,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Digital Humanities', 'github_searcher': 'Digital Humanities', 'judge': 'Digital Humanities'}",Digital Humanities,sn,Shona,Atlantic-Congo,Lingvanex,True,all_identical
4,2,0.5,Dzidzo Yedhijitari,"{'minimal': 'Dzidzo Yedhijitari', 'fluent_speaker': 'Dzidzo Yedhijitari Yevanhu', 'github_searcher': 'Dzidzo Yedhijitari', 'judge': 'Dzidzo Yedhijitari Yevanhu'}",Digital Humanities,sn,Shona,Atlantic-Congo,OpenAI,False,content
4,2,0.5,Dzidziso Dzevanhu Nezvemagetsi,"{'minimal': 'Zvemagetsi Zvedzidzo Dzevanhu', 'fluent_speaker': 'Dzidziso Dzedhijitari', 'github_searcher': 'Dzidziso Dzevanhu Nezvemagetsi', 'judge': 'Dzidziso Dzevanhu Nezvemagetsi'}",Digital Humanities,sn,Shona,Atlantic-Congo,Claude,False,content
4,1,0.25,Unyanzvi hweVanhu hweDigita,"{'minimal': 'Unyanzvi hweVanhu hweDigita', 'fluent_speaker': 'Unyanzvi hweRudimburudziro rweVanhu', 'github_searcher': 'Unhu Hwedhijitari', 'judge': 'Dzidzo Yevanhu Yedhijitari'}",Digital Humanities,sn,Shona,Atlantic-Congo,Gemini,False,content
4,1,0.25,Dhidhijitari Hunhu,"{'minimal': 'Dhidhijitari Hunhu', 'fluent_speaker': 'Zvemagariro eDhijitari', 'github_searcher': 'Digital Humanities', 'judge': 'Dzidzo Yedhijitari Yevanhu'}",Digital Humanities,sn,Shona,Atlantic-Congo,DeepSeek,False,content
4,1,0.25,Tinotaurwa ne Mhando Dzvimbo,"{'minimal': 'Tinotaurwa ne Mhando Dzvimbo', 'fluent_speaker': 'Makala Echishana', 'github_searcher': 'Tinotenda Tekaushiri', 'judge': 'Dzidzo Yedhijitari Yevanhu'}",Digital Humanities,sn,Shona,Atlantic-Congo,Llama,False,content
4,1,0.25,Hunhu Hemitero,"{'minimal': 'Hunhu Hemitero', 'fluent_speaker': 'Hunhu HweDigitali', 'github_searcher': 'Hunhu Dzepamadigiri', 'judge': 'Dzidzo Yedhijitari Yevanhu'}",Digital Humanities,sn,Shona,Atlantic-Congo,Gemma,False,content
4,1,0.25,Umunhu-ndiwe Digitale,"{'minimal': 'Umunhu-ndiwe Digitale', 'fluent_speaker': 'Mutengano Digitali', 'github_searcher': 'Dzimbo wakanyanya', 'judge': 'Dzidziso Dzedhijitari'}",Digital Humanities,sn,Shona,Atlantic-Congo,Qwen,False,content
4,1,0.25,Tekombo yacho-chikoro,"{'minimal': 'Tekombo yacho-chikoro', 'fluent_speaker': 'Dzino yacho yakaitwa Digital Humanities', 'github_searcher': 'Tekerechemera Yacho', 'judge': 'Dzidzo Yedhijitari Yevanhu'}",Digital Humanities,sn,Shona,Atlantic-Congo,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snk,Soninke,Mande,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snk,Soninke,Mande,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snk,Soninke,Mande,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,snk,Soninke,Mande,Lingvanex,True,
3,1,0.3333,Digital Humanities,"{'minimal': 'Digital Humanities', 'github_searcher': 'Numu Kalan', 'judge': 'Kaŋen Haalanxanne'}",Digital Humanities,snk,Soninke,Mande,OpenAI,False,content
4,2,0.5,Kaŋen Haalanxanne,"{'minimal': 'Kaŋen Haalanxanne', 'fluent_speaker': 'Kaŋa-ɲaxandiyanɲaxu', 'github_searcher': 'Kaŋa-ɲaxankanye na ordinateru', 'judge': 'Kaŋen Haalanxanne'}",Digital Humanities,snk,Soninke,Mande,Claude,False,content
4,2,0.5,Kalaŋ ɲaxan ni kɔrɔsira,"{'minimal': 'Digital Humanities', 'fluent_speaker': 'Kàlámú Kúmá Yɛ́lɛnɛn', 'github_searcher': 'Kalaŋ ɲaxan ni kɔrɔsira', 'judge': 'Kalaŋ ɲaxan ni kɔrɔsira'}",Digital Humanities,snk,Soninke,Mande,Gemini,False,content
4,1,0.25,Aɲaŋaŋ Kɛrɛnɛn,"{'minimal': 'Aɲaŋaŋ Kɛrɛnɛn', 'fluent_speaker': 'Jàmmiñe Dijitaali', 'github_searcher': 'Dijitali Hanumaniti', 'judge': 'Kaŋa-ɲaxankanye na ordinateru'}",Digital Humanities,snk,Soninke,Mande,DeepSeek,False,content
4,1,0.25,Teregu Jigina,"{'minimal': 'Teregu Jigina', 'fluent_speaker': 'Tere ngel ma a ka jeli', 'github_searcher': 'Tamaarɛm n Kɔrɔnɔ', 'judge': 'Kaŋen Haalanxanne'}",Digital Humanities,snk,Soninke,Mande,Llama,False,content
4,2,0.5,Digitaru Gubbi,"{'minimal': 'Digitaru Gubbi', 'fluent_speaker': 'Dijital Ǝlumanima', 'github_searcher': 'Dijital Ìlmu', 'judge': 'Digitaru Gubbi'}",Digital Humanities,snk,Soninke,Mande,Gemma,False,content
4,1,0.25,Dijitigal Yulubuwansi,"{'minimal': 'Dijitigal Yulubuwansi', 'fluent_speaker': 'Dijitigal Yumaniti', 'github_searcher': 'Djirigi yuhaami', 'judge': 'Kaŋa-ɲaxankanye na ordinateru'}",Digital Humanities,snk,Soninke,Mande,Qwen,False,content
4,1,0.25,Humanitè Digitale,"{'minimal': 'Humanitè Digitale', 'fluent_speaker': 'Teknoloji Yenneng Nna', 'github_searcher': 'Humanités numériques', 'judge': 'Kaŋen Haalanxanne'}",Digital Humanities,snk,Soninke,Mande,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,so,Somali,Afro-Asiatic languages,Wikipedia,True,
4,4,1.0,Bani&#39;aadamnimada Dijital ah,"{'minimal': 'Bani&#39;aadamnimada Dijital ah', 'fluent_speaker': 'Bani&#39;aadamnimada Dijital ah', 'github_searcher': 'Bani&#39;aadamnimada Dijital ah', 'judge': 'Bani&#39;aadamnimada Dijital ah'}",Digital Humanities,so,Somali,Afro-Asiatic languages,Google Translate,True,all_identical
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,so,Somali,Afro-Asiatic languages,EasyNMT,True,
4,4,1.0,Bani'aadamnimada Dijital ah,"{'minimal': ""Bani'aadamnimada Dijital ah"", 'fluent_speaker': ""Bani'aadamnimada Dijital ah"", 'github_searcher': ""Bani'aadamnimada Dijital ah"", 'judge': ""Bani'aadamnimada Dijital ah""}",Digital Humanities,so,Somali,Afro-Asiatic languages,Lingvanex,True,all_identical
4,1,0.25,Cilmi-nafsiga Dijitaalka ah,"{'minimal': 'Cilmi-nafsiga Dijitaalka ah', 'fluent_speaker': 'Cilmiga Aadanaha Dijitaalka ah', 'github_searcher': 'Cilmi-nafsiga Dijital', 'judge': 'Cilmiga Dhaqanka Dijitaalka'}",Digital Humanities,so,Somali,Afro-Asiatic languages,OpenAI,False,content
4,3,0.75,Cilmiga Dhaqanka Dijitaalka,"{'minimal': 'Cilmiga Dhaqanka Dijitaalka', 'fluent_speaker': 'Cilmiga Dhaqanka Dijitaalka', 'github_searcher': 'Cilmiga Dhaqanka Dijitaalka', 'judge': 'Cilmiga Aadanaha Dijitaalka ah'}",Digital Humanities,so,Somali,Afro-Asiatic languages,Claude,False,content
4,2,0.5,Cilmiga Dadka ee Dijitaalka ah,"{'minimal': 'Cilmiga Dadka ee Dijitaalka ah', 'fluent_speaker': 'Cilmiga Bulshada ee Dijitaalka ah', 'github_searcher': 'Cilmiga Dadka ee Dijitaalka ah', 'judge': 'Cilmiga Aadanaha Dijitaalka ah'}",Digital Humanities,so,Somali,Afro-Asiatic languages,Gemini,False,content
4,1,0.25,Cilmiga Dijital ah ee Bani’aadamnimada,"{'minimal': 'Cilmiga Dijital ah ee Bani’aadamnimada', 'fluent_speaker': ""Bini'aadamka Dijital"", 'github_searcher': ""Dijital Bini'aadantinimo"", 'judge': 'Cilmiga Dhaqanka Dijitaalka'}",Digital Humanities,so,Somali,Afro-Asiatic languages,DeepSeek,False,content
4,1,0.25,Dhaqaalaha iyo adeerka diyaaradiga ah,"{'minimal': 'Dhaqaalaha iyo adeerka diyaaradiga ah', 'fluent_speaker': 'Dhaqaalaha iyo Dhaqameedka', 'github_searcher': 'Dhaqanka Digtal', 'judge': 'Cilmiga Dhaqanka Dijitaalka'}",Digital Humanities,so,Somali,Afro-Asiatic languages,Llama,False,content
4,1,0.25,Waxqabadyada Dijital,"{'minimal': 'Waxqabadyada Dijital', 'fluent_speaker': 'Aadmiyaraha Dijital', 'github_searcher': 'Aadmiyaha Dijitaalka', 'judge': 'Cilmiga Dhaqanka Dijitaalka'}",Digital Humanities,so,Somali,Afro-Asiatic languages,Gemma,False,content
4,1,0.25,Xidhiitada Telekommunikashin,"{'minimal': 'Xidhiitada Telekommunikashin', 'fluent_speaker': 'Xilmiyada Digiriga', 'github_searcher': 'Xilmiyada Digiritaal', 'judge': 'Cilmiga Dhaqanka Dijitaalka'}",Digital Humanities,so,Somali,Afro-Asiatic languages,Qwen,False,content
4,1,0.25,Xisbiga Dhaqaniga,"{'minimal': 'Xisbiga Dhaqaniga', 'fluent_speaker': 'Dhaqan-ka Digitaliyada', 'github_searcher': 'Xisso Dhaqaniga', 'judge': 'Cilmiga Dhaqanka Dijitaalka'}",Digital Humanities,so,Somali,Afro-Asiatic languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sog,Sogdian,Indo-European languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sog,Sogdian,Indo-European languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sog,Sogdian,Indo-European languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sog,Sogdian,Indo-European languages,Lingvanex,True,
3,2,0.6667,𐼷𐼰𐼴𐼷𐼰𐼴 𐼷𐼰𐼴𐼷𐼰𐼴,"{'minimal': '𐼷𐼰𐼴𐼷𐼰𐼴 𐼷𐼰𐼴𐼷𐼰𐼴', 'github_searcher': '𐼷𐼰𐼴𐼷𐼰𐼴 𐼷𐼰𐼴𐼷𐼰𐼴', 'judge': 'δīgītāl mānīk-ān'}",Digital Humanities,sog,Sogdian,Indo-European languages,OpenAI,False,content
4,1,0.25,δywny 'nswšyy,"{'minimal': ""δywny 'nswšyy"", 'fluent_speaker': ""δβ'nyk 'nš'n-δ'nšn'"", 'github_searcher': 'δyβtyy ʾnšwty', 'judge': 'δywny ʾnšwty'}",Digital Humanities,sog,Sogdian,Indo-European languages,Claude,False,content
2,1,0.5,پَریچَندَگِشْتی مَردُمِشْناسی,"{'fluent_speaker': 'پَریچَندَگِشْتی مَردُمِشْناسی', 'github_searcher': 'ψηφιακή ανθρωπιστική'}",Digital Humanities,sog,Sogdian,Indo-European languages,Gemini,False,content
3,1,0.3333,δīgītāl mānīk-ān,"{'minimal': 'δīgītāl mānīk-ān', 'fluent_speaker': '𐼰𐼴𐼸𐼰𐼳𐼰𐼴𐼸𐼰𐼳𐼰𐼴𐼸𐼰𐼳𐼰𐼴𐼸𐼰𐼳', 'judge': ""δβ'nyk 'nš'n-δ'nšn'""}",Digital Humanities,sog,Sogdian,Indo-European languages,DeepSeek,False,content
3,1,0.3333,دکانیھ برگۀەڴګی,"{'minimal': 'دکانیھ برگۀەڴګی', 'fluent_speaker': 'tārīk-i āyinak', 'judge': '𐼷𐽂𐼻𐼰𐼹 𐼷𐼰𐼴𐼹𐼻𐼷𐼰𐼴𐼹'}",Digital Humanities,sog,Sogdian,Indo-European languages,Llama,False,content
4,1,0.25,dīwānmūh-xwaršn,"{'minimal': 'dīwānmūh-xwaršn', 'fluent_speaker': 'dīw-xwarān ārtašīxš', 'github_searcher': 'dēn-wikān ōrōyīš', 'judge': '𐼷𐼰𐼴𐼷𐼰𐼴 𐼷𐼰𐼴𐼷𐼰𐼴'}",Digital Humanities,sog,Sogdian,Indo-European languages,Gemma,False,content
3,1,0.3333,-scalabley wīzārtyw,"{'fluent_speaker': '-scalabley wīzārtyw', 'github_searcher': '𐭯𐭬𐭧𐭥𐭤𐭩', 'judge': ""δβ'nyk 'nš'n-δ'nšn'""}",Digital Humanities,sog,Sogdian,Indo-European languages,Qwen,False,content
4,1,0.25,...,"{'minimal': '...', 'fluent_speaker': '𐨅𐩃𐨀𐨁𐨕𐨍𐨓𐨌𐨖\U00010a14𐨗\U00010a18', 'github_searcher': 'دیجیتال بشتان', 'judge': ""δβ'nyk 'nš'n-δ'nšn'""}",Digital Humanities,sog,Sogdian,Indo-European languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Lingvanex,True,
3,3,1.0,มนุษยศาสตร์ดิจิทัล,"{'minimal': 'มนุษยศาสตร์ดิจิทัล', 'github_searcher': 'มนุษยศาสตร์ดิจิทัล', 'judge': 'มนุษยศาสตร์ดิจิทัล'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,OpenAI,False,all_identical
4,4,1.0,มนุษยศาสตร์ดิจิทัล,"{'minimal': 'มนุษยศาสตร์ดิจิทัล', 'fluent_speaker': 'มนุษยศาสตร์ดิจิทัล', 'github_searcher': 'มนุษยศาสตร์ดิจิทัล', 'judge': 'มนุษยศาสตร์ดิจิทัล'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Claude,False,all_identical
4,3,0.75,มนุษยศาสตร์ดิจิทัล,"{'minimal': 'มนุษยศาสตร์ดิจิทัล', 'fluent_speaker': 'ดิจิทัลมนุษยศาสตร์', 'github_searcher': 'มนุษยศาสตร์ดิจิทัล', 'judge': 'มนุษยศาสตร์ดิจิทัล'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Gemini,False,content
4,3,0.75,ดิจิทัลมนุษยศาสตร์,"{'minimal': 'ดิจิทัลมนุษยศาสตร์', 'fluent_speaker': 'ดิจิทัลมนุษยศาสตร์', 'github_searcher': 'ดิจิทัลมนุษยศาสตร์', 'judge': 'มนุษยศาสตร์ดิจิทัล'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,DeepSeek,False,content
4,1,0.25,ปัญญาสารสนเทศ,"{'minimal': 'ปัญญาสารสนเทศ', 'fluent_speaker': 'khwam khwamsuk khrang thi', 'github_searcher': 'มนุษยศาสตร์ดิจิทัล', 'judge': 'มนุษยศาสตร์ดิจิทัล (Manutsayasat Dijital)'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Llama,False,content
4,2,0.5,มนุษยศาสตร์ดิจิทัล,"{'minimal': 'มนุษยศาสตร์ดิจิทัล (Manutsayasat Dijital)', 'fluent_speaker': 'กานวิจัยดิจิทัลกับมัณฑ์ศาสตร์', 'github_searcher': 'มนุษยศาสตร์ดิจิทัล', 'judge': 'มนุษยศาสตร์ดิจิทัล'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Gemma,False,content
4,2,0.5,ดิจิทัลฮูมันนิสต์,"{'minimal': 'ดิจิทัลฮูมันนิสต์', 'fluent_speaker': 'ดิจิทัล ฮูมันนีตส์', 'github_searcher': 'ดิจิทัลฮูมันนิสต์', 'judge': 'มนุษยศาสตร์ดิจิทัล'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Qwen,False,content
4,1,0.25,ศาสตร์วิทยุดิจิทัล,"{'minimal': 'ศาสตร์วิทยุดิจิทัล', 'fluent_speaker': 'เทคโนโลยีดิจิตัล มนุษยชน', 'github_searcher': 'ความสัมพันธ์ดิจิทัล', 'judge': 'มนุษยศาสตร์ดิจิทัล'}",Digital Humanities,sou,Southern Thai,Tai-Kadai languages,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sg,Sango,Atlantic-Congo,Wikipedia,True,
4,4,1.0,Humanité numérique,"{'minimal': 'Humanité numérique', 'fluent_speaker': 'Humanité numérique', 'github_searcher': 'Humanité numérique', 'judge': 'Humanité numérique'}",Digital Humanities,sg,Sango,Atlantic-Congo,Google Translate,True,all_identical
4,4,1.0,Gi ti duti na aye mingi ape na yâ ti fini ti mo,"{'minimal': 'Gi ti duti na aye mingi ape na yâ ti fini ti mo', 'fluent_speaker': 'Gi ti duti na aye mingi ape na yâ ti fini ti mo', 'github_searcher': 'Gi ti duti na aye mingi ape na yâ ti fini ti mo', 'judge': 'Gi ti duti na aye mingi ape na yâ ti fini ti mo'}",Digital Humanities,sg,Sango,Atlantic-Congo,EasyNMT,True,all_identical
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sg,Sango,Atlantic-Congo,Lingvanex,True,
4,2,0.5,Maïngo ti Teknoloji na Nzönî,"{'minimal': 'Maïngo ti Teknoloji na Nzönî', 'fluent_speaker': 'Zia na Komputeri ti Nzoni ti Muntu', 'github_searcher': 'Digital Humanities', 'judge': 'Maïngo ti Teknoloji na Nzönî'}",Digital Humanities,sg,Sango,Atlantic-Congo,OpenAI,False,content
4,1,0.25,Sango tî Mbênî-terê,"{'minimal': 'Sango tî Mbênî-terê', 'fluent_speaker': 'Sängö tî Mbênî-Terê na Numêrö', 'github_searcher': 'Mbênî-Kôdörö tî Nûmerö', 'judge': 'Sängö tî Mbênî-terê na Numêrö'}",Digital Humanities,sg,Sango,Atlantic-Congo,Claude,False,"capitalization,content"
4,1,0.25,Mabumbe ya Digital,"{'minimal': 'Mabumbe ya Digital', 'fluent_speaker': 'Kôzo-ndia ti Ndara na Ndia ti Kôzo-ndia', 'github_searcher': 'Kôzo-poro ti Ndarango', 'judge': 'Sêndâgî tî Kôzo-ndia na Numêrö'}",Digital Humanities,sg,Sango,Atlantic-Congo,Gemini,False,content
4,2,0.5,Sêndâgî tî Nëngö-Mbëtï,"{'minimal': 'Sêndâgî ûse tî âzo', 'fluent_speaker': 'Sêndâgî tî Nëngö-Mbëtï', 'github_searcher': 'Sêndâdîgîsi tî Êrûndu', 'judge': 'Sêndâgî tî Nëngö-Mbëtï'}",Digital Humanities,sg,Sango,Atlantic-Congo,DeepSeek,False,content
4,1,0.25,Tɔmɛnɛ tɔrɔ,"{'minimal': 'Tɔmɛnɛ tɔrɔ', 'fluent_speaker': 'Kɔmputa Fasitó', 'github_searcher': 'Tèknonòmi Digiral', 'judge': 'Zia na Komputeri ti Nzoni ti Muntu'}",Digital Humanities,sg,Sango,Atlantic-Congo,Llama,False,content
4,1,0.25,Mabanga ya Dijitala,"{'minimal': 'Mabanga ya Dijitala', 'fluent_speaker': 'Lisanga ya Teknoloji ya Mbinu', 'github_searcher': 'Lisongo lya Dijitale', 'judge': 'Teknoloji ya Mbinu ya Digitali'}",Digital Humanities,sg,Sango,Atlantic-Congo,Gemma,False,content
4,1,0.25,Mwntamunika Digital,"{'minimal': 'Mwntamunika Digital', 'fluent_speaker': 'Mwana-ndoki tchwa-dzogombe', 'github_searcher': 'Dzilo e Hunumanshi', 'judge': 'Mabanga ya Dijitala'}",Digital Humanities,sg,Sango,Atlantic-Congo,Qwen,False,content
4,1,0.25,Nyamata yi digitál,"{'minimal': 'Nyamata yi digitál', 'fluent_speaker': 'Teknoloji Digitaalaa Nya Nguusi', 'github_searcher': 'Teknoloji ya Nsínda', 'judge': 'Sango tî Mbênî-terê na Numêrö'}",Digital Humanities,sg,Sango,Atlantic-Congo,Mistral,False,content
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sel,Selkup,Uralic languages,Wikipedia,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sel,Selkup,Uralic languages,Google Translate,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sel,Selkup,Uralic languages,EasyNMT,True,
0,0,,,"{'minimal': None, 'fluent_speaker': None, 'github_searcher': None, 'judge': None}",Digital Humanities,sel,Selkup,Uralic languages,Lingvanex,True,
3,2,0.6667,Цифровые гуманитарные науки,"{'minimal': 'Цифровая гуманитаристика', 'github_searcher': 'Цифровые гуманитарные науки', 'judge': 'Цифровые гуманитарные науки'}",Digital Humanities,sel,Selkup,Uralic languages,OpenAI,False,content
4,1,0.25,Цифровой гуманитарной науки / Цифровой гуманитарнай ӈылы,"{'minimal': 'Цифровой гуманитарной науки / Цифровой гуманитарнай ӈылы', 'fluent_speaker': 'цифровой гуманитарной науканы', 'github_searcher': 'Цифровой гуманитарный науки', 'judge': 'Цифровые гуманитарные науки'}",Digital Humanities,sel,Selkup,Uralic languages,Claude,False,content
4,2,0.5,Цифровой гуманитарный,"{'minimal': 'Цифровой гуманитарный', 'fluent_speaker': 'Цифровой гуманитарный', 'github_searcher': 'Цифровой гуманитарий', 'judge': 'Цифровой гуманитарнай ӈылы'}",Digital Humanities,sel,Selkup,Uralic languages,Gemini,False,content
