search_term,natural_language,counts,directionality,search_term_source,category,keep_term
baytarey dijital,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
téyoriya digitál,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
wičháša wakhótiyapi oyate,dak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mako oceti wacipi oyate,dak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
zihinlar tıbilisi,ctd,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
диджитал түркмәл элдик маданият,cv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрьнѣ человѣчьскѣ науки,cu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифровꙑ҄ѧ гоуманитарнꙑ҄ѧ наоукꙑ,cu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрьнѣ чловѣчьскы наукы,cu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифровьнаѧ чловѣчьскаѧ мѫдрость,cu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталныя людські науки,cu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталниѧ ѥ̇сти,cu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитална гуманитарна наука,cu,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрави гуманитарий,cv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрлă гуманитари ăслăлăхĕсем,cv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрăллă гуманитари,cv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифрăллă гуманитаристика,cv,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ᑲᐦᑭᐘᐚᐣ ᐃᔨᔨᐤᐦᑲᐣ,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
wóuŋspe kiŋ tȟaŋíčhiya wóuŋspe,dak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᑎᒋᑕᓪ ᐊᔨᒧᐎᓇ,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mīkwanihk ispatināwāw,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ᑭᐢᑫᓯᐣ ᐅᐦᒋ ᐊᐢᑭᐩ ᐊᔭᒥᐦᐁᐏᐣ,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nēwīnānak ᒥᐢᑳᓂᐦ,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nêhêw ê-kî-pê-têw ê-tê-têw,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
miskwewcihtowininiwak,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nēhinaw ikwewak iskwewak kisikaw,cwd,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digital humanistik,da,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
wíyukha wóuŋspe,dak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
wowapi okaȟnige wičoȟ'aŋ,dak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
wóuŋspe tȟaŋka digital,dak,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital insaniyyet,crh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
sayısal beşeriyat,crh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
takamoa tahi o te tehisini,fud,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitäsääteteknoloogia,chm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
rongorong me leenien kewe,chk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mwanei mwitin,chk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
manamwāni ĩlāpī,chk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tetekut kultural digital,chk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitait digitale,chk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
цифровой гуманитарный науко,chm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифр гуманитар наукывлак,chm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифр гуманитарлык,chm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
кодымаште культура,chm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
hūmānī-tū-dī-dʒi-tāl,chm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджиталдик тилдикlik,chm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
boston illahee kumtux,chn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
teknoloqiyaviy insaniyatlar,chg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
saghalie tlus kaltus,chn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
miməlus tənəs təmtəm pus kəmtəks,chn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nexwáys sxʷalbəl,chn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
waykwaʔ ɬəxʷiʔnə,chn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ḵxʷəmʌθc̕ șəhč',chn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
skilx lahal,chn,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
iti fabussa holissochi,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tusholi holisso nan ithana,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
holisso pīsa imma chihowa,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
anumpa apesa hosh holisso,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
okla pili okchi,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
aramas mi digital,chk,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
talimlik tazminat,chg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tahokvi okla mvna,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
eby'obwengye bya digital,cgg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitil ḥumānītēs,ccp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ডিজিটাল ম্যানস্ক립শন,ccp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dì jī huà xué,cdo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
數字人文学,cdo,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
терахьийн гуманитаран ӏилманаш,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
цифран дешар,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталан гуманитарин ӏилманаш,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталла цӏийбар,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигиталнә археология,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
хъасан ӏумайтлар,ce,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ebyobugabe bya dijito,cgg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
obuhanga bw'omukono n'obumanyirizo,cgg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
رَقَملی اِنسانشوناسلیق,chg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
bɛnɔ́mɛ̀ kɛ́kɛ́,cgg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
idimu ya kimutecani,cgg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanidåt siha na teknolohia,ch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanidåt digitåt,ch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
siningan yan teknolohiya para i estoria yan kultura,ch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humantidades digitales,ch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humañå-åddison digital,ch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tumamaihi tinketeketan,ch,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ديجيتال ئىنسانىيەت,chg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
رقملیق علوم انسانیه,chg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
رقمی انسانیات,chg,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
apachapna inpóki chito,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humla bilaski ishkina,cho,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
raqamlı insaniyat,crh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mga taligsúk sang digital nga pagpangultura,cps,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
электронная людская наука,ckt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
numeričke humanitete,cnr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⲛⲉⲩⲛⲟⲩⲧⲉ ⲙⲡⲓⲇⲓⲅⲓⲧⲁⲗ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⲛⲓⲙⲁⲑⲏⲙⲁ ⲛ̀ⲇⲓⲅⲓⲧⲁⲗ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⲧⲉⲭⲛⲏ ⲛⲧⲉ ⲛⲓⲁⲛⲧⲣⲱⲡⲟⲥ ⲛⲧⲉ ⲧⲉⲭⲛⲟⲗⲟⲅⲓⲁ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⲛⲓⲣⲱⲙⲉⲓⲟⲛ ⲛ̀ⲧⲉ ⲡⲓⲙⲉⲧⲣⲉϥⲉⲣⲭⲣⲁⲥⲑⲁⲓ ⲛ̀ⲧⲉ ⲡⲓⲥⲁϫⲓ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⲧⲁⲅⲣⲓⲕ ⲧⲏⲃⲱⲧⲉ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ϩϫϭϫ ϫⲓϭϫⲓ ⲡⲉⲣⲟⲥ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⲡⲉⲓⲁⲛⲧⲱⲩⲛⲓⲥⲥⲉⲙⲉ ⲕⲓⲛⲉⲧⲏⲅⲉ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ⲧⲉⲓⲣⲏⲧ ⲛⲏⲧⲉⲙⲉⲛⲇⲣⲟⲥ,cop,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dyigitala humantaydas,cps,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitnal humanties,cps,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
нэпкэҥнэр дигитэл ӱҥкӱ,ckt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ᑲᓇᑕᐚᐸᐦᑕᐦᐃᑲᐣ ᐃᓂᑯᐦᑕᒫᑯᐦᑖᐣ,cr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kiskinwahamātowin ācimowinihk,cr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mistahi-kikinohamatowin,cr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
akākihtāw kihewātisiwāt,cr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mistahiwin digiitah,cr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kisiskāciwaw iyiniw-iskwēwaniwak,cr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
numériques aenishinowin,crg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
pisimwâcîkâtikôhk,crg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
l’istwar digital-a,crg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
diyetik mihnohtowin,crg,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dijital gumanitar bilimler,crh,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
чумчамчык диджитал чыгымдары,ckt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
iŋgiyaktaqtaŋaŋ,ckt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
deneyu̜ łį́į́ k'e bets'ǫ nįdhé,chp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ꮳꮃꭹ ꮳꮒꭿꮂ,chr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dene ts'ēdāh hı̄lı̄,chp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dene k’ę́nę́h yati k’ę́nę́h,chp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ᓂᐦᒃᑲᓂᐊᕈᐃᔭᐊᓂᐊᐸᐱᐊᐧᐃᐤ,chp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dè-k'è-tì-nè-nè-tì,chp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kwēdātīkweh ṭōnīsīwin,chp,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ꮧꭷꮓꭹ ꮷꮒᏼꮻꮿꮫꮝꮧ,chr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ꮧꮞꮝꮧ ꭰꮒᏼꮻꮿ,chr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ꮧ지털 ᏼꮻ,chr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ꮧꮅꮵꮤꮅ ꭰꮒᏼꮻ ꭰꮄ ꭰꮒꮓꭾꮝꭹ ꭰꮒꮣꮝꮣᏼꮂꮝꭹ,chr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ꮧꮎꮣᏹ ꭴꮥꮆꮝꭹ,chr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ꭰꮣꮒꭷꮅꮝꮤꮑꮧ ꭴꮥꮅꮫ,chr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
talhipa' holisso ithana,cic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
рыръытӄыт ынӄэнэт,ckt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
falammi' ikbi' toli' chokma' anumpa',cic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
anumpa aaimpa' ishtayya,cic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
chikasha hoksholapi,cic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
apalahtachkila huchapokni,cic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tsalagi tsioggi okla mvna,cic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
kwaši iláskila,cic,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
زانستە مرۆییە دیجیتاڵەکان,ckb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
مرۆڤایەتییە دیجیتاڵییەکان,ckb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
دکالە برایارە خانيثرە,ckb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
مجالهای نوجوانی شناسایی,ckb,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
цифровой гуманитарной науки,ckt,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ilmuu ɗin dijital,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dunumafarīn al-ḫilāfa,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humaniyari digitale,dje,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
huuɓnude anndal dijitaal,ffm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mmúrùn a mmea,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ɛnsan dwumadie,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale huàrénxué,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nkabom nkotiafofo,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
cilol nguurndam,ff,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humpito noddito,ff,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
jaaɓiɗe dijital,ff,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
tëddëgɛlɛmɛndɔrɔ,ff,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
n'dimaandu hummaane,ff,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dunyaro digital,ff,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humtorde dijital,ffm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tereɓeɗoɓe fulɓe,ffm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nwoma ne nyansa a ɛfa dijital ho,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
hukuumɓe ɗiitali,ffm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digiital xumanities,ffm,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaaliset ihmistieteet,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
digitaaliset humanistiset tieteet,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
digitaalinen humanistiikka,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
digitaleen kulttuurikasvatukseen,fi,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
dijital ngiim,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
tɛmɛtɛrɛ tɔnɔ,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
تِركِيبْ دِيجِيتَالْ,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
humanitaita digitaala,fia,1,rtl,Digital Humanities,TRANSMOGRIFICATION,true
pangdigital na panitikang sining,fil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
ndwom a ɔyɛ nsɛm a ɛfa nkɔsoɔ ho,fat,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
人工智能文学,fan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
teknolohiya ng mga tinagalan na tao,fil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanidais digitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
giza zientzien informatika,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
giza zientzia digitalak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
arte digitalak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
digitale humanismoa,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
hizkuntzarik gaur euskara,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
цифровой гуманитарной наукар,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
сахаан дэбтэр хэлхий,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
дигитал хадалаа,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
диджитал дүрсөлдүүлүк,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
нигильэн хамаалыгыт,evn,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanidaes dixitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanidáis digitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ŋɔɔŋ ŋɔɔŋ ŋɔɔŋ ŋɔɔŋ,fan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanidaes digitalis,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanidades digitaus,ext,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
انسان‌شناسی دیجیتال,fa,1,rtl,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
مطالعات دیجیتال در علوم انسانی,fa,1,rtl,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
دیجیتال انسانیت‌شناسی,fa,1,rtl,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
دیجیتال شماستر,fa,1,rtl,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
mekɔŋ mɛnɛ a nnam,fan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
nkóbó nnám ayong,fan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
bia'a ya digital,fan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
mvôl mvôl ntanga,fan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
dɨgɪtəl hjuːmænɪts,fan,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
kasaysayan ng digitasyon,fil,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitaaliset humanistiset tietheet,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
щүзы жынвын,dng,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanités numeriques,frp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
mwàntà àmúlẹ́-ìdájọ́,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
sé n'yɔkpɛ,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
les humanités numériques,frc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
lumanités dijital,frc,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humaines digitales,fro,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humainz digitál,fro,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
sciences numériques de l'humanité,fro,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
humanitâts digitâles,frp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitâts numeriques,frp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitâts numèriques,frp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
umanitè digitâles,frp,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaal geisteswetenschaften,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tɔŋgbɛ tɔŋgbɛ,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaal humaniteeten,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dijitaal humaniteeten,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dytske minskennis,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digeel-menskelek,frr,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale geesteswittenskippen,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale humanitäte,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
dytske humanistyk,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digeitale menskje-wissenschafe,frs,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fakasolosolo fakatekinolosi mo e aganuu,fud,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
faka-tala-tupu'aga faka-numela,fud,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
fakamatala fakatekinolosi,fud,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
èwé àwọn èmí àgbọ́yè,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
gbigbɔ tɔn ɖo nukɔnyiyi mɛ,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalinen humanistii,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
vakadigiti vakalawa,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalihumanistiset tiijot,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digiåldusmänniskor,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalinen humanistinen tutkimus,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale huumeet,fit,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalsõd humanitaarõpõ,fiu-vro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalnõ humanitaartiidüs,fiu-vro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitaalse humanitaarteaduse,fiu-vro,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
vakaibalebale ni vakatagi ni komipiuta,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
vakadidijitali na ivola kei na bula tamata,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
vuli digitaki ni tamata,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
vuku vakadigital ni tamata,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
talatala numunika ni qiqima ni vakaivakarai,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
gbɛtɔ kplɔ́ gbɛtɔ tɛ́ntɛn,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
tautokanikona ni digitimala,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
viri vaka e-sega,fj,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
talgild hugvísindi,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
støddfrøðiligar mentanir,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
talfrøði,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
døgumálfræði,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digital mannarvitjum,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
talaverkanir af deilum,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
teknisk menniskuforskning,fo,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
àsìkò àtòkpò lɔ́,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
nùkúnmɛ̀ sínú amɔ̀,fon,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
humanitate digitalak,eu,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
digitaal humanitüüd,et,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
digitaalne humanistika,et,1,ltr,Digital Humanities,PRODUCTIVE_DISAGREEMENT,true
numɛriki sɛbɛnniya,dyu,1,ltr,Digital Humanities,STRUCTURAL_ABSENCE,true
digitale kunsten,dum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale huylant,dum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
digitale menswetenschap,dum,1,ltr,Digital Humanities,TRANSMOGRIFICATION,true
ޑިޖިޓަލް ހިއުލާންތައް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
ޑިޖިޓަލް އިންސާނީ ޢިލްމުތައް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
ޑިޖިޓަލް ހިއުމެނިޓީޒް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
ޑިޖިޓަލް ހިއުމަނިޓީޒް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
දිගිටල් මානව විද්‍යා,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
ޑިޖިޓަލް މަދުނީއް,dv,1,rtl,Digital Humanities,STRUCTURAL_ABSENCE,true
