language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation
lo,,Lao,Digital Humanities,,2026-04-03 16:43:35,False,ມະນຸດສາດດິຈິຕອນ,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""ພະລັດເກາົມສິນ"",
  ""translation_rationale"": ""Lao translation of 'Digital Humanities' is a combination of ພະລັດ (digital) and ເກາົມສິນ (humanities)""
}",llama3.1,2026-04-03T21:43:35.285109Z,1506728166.0,87170208.0,73.0,277615375.0,91.0,1117568171.0,stop,ພະລັດເກາົມສິນ,Lao translation of 'Digital Humanities' is a combination of ພະລັດ (digital) and ເກາົມສິນ (humanities),[],
ln,,Lingala,Digital Humanities,,2026-04-03 16:43:31,False,Humanités numériques,False,Biloko oyo bato bazali na yango,False,,False,"{
  ""translated_term"": ""Umwana wa Digital"",
  ""translation_rationale"": ""Using 'Digital' as a prefix to indicate the field of study""
}",llama3.1,2026-04-03T21:43:31.762627Z,785999792.0,87131708.0,73.0,279387583.0,36.0,407404041.0,stop,Umwana wa Digital,Using 'Digital' as a prefix to indicate the field of study,[],
li,,Limburgish,Digital Humanities,,2026-04-03 16:43:26,False,Digitale geestesweitesjappe,True,,False,,False,"{
  ""translated_term"": ""Digitale Menskunde"",
  ""translation_rationale"": ""Combining 'digital' (digitale) and the suffix '-kunde', equivalent to 'humanities'""
}",llama3.1,2026-04-03T21:43:26.184286Z,898454375.0,76952083.0,74.0,289436334.0,44.0,518608875.0,stop,Digitale Menskunde,"Combining 'digital' (digitale) and the suffix '-kunde', equivalent to 'humanities'",[],
lg,,Luganda,Digital Humanities,,2026-04-03 16:43:23,False,Eby’obuntubulamu ebya Digital,False,Obusobozi bw'Abantu,False,,False,"{""translated_term"": ""Okusoma kya Digitale"", ""translation_rationale"": ""Breakdown: Okusoma (Digital) + kya (Humanities)""}",llama3.1,2026-04-03T21:43:23.274677Z,852922041.0,97496625.0,73.0,296993209.0,37.0,443246497.0,stop,Okusoma kya Digitale,Breakdown: Okusoma (Digital) + kya (Humanities),"[{'translated_term': 'Okusoma kya Digitale', 'translation_rationale': 'Breakdown: Okusoma (Digital) + kya (Humanities)'}]",Okusoma kya Digitale
lb,,Luxembourgish,Digital Humanities,,2026-04-03 16:43:20,False,Digital Humanities,True,,False,Digital Geeschteswëssenschaft,False,"{
  ""translated_term"": ""Digitale Geisteswëssenschaften"",
  ""translation_rationale"": ""Direct translation from German, as it is the term commonly used in Luxembourgish academia. 'Geisteswëssenschaften' translates to humanities, arts and social sciences.""
}",llama3.1,2026-04-03T21:43:20.406102Z,1129903959.0,81615625.0,73.0,286297792.0,61.0,743949537.0,stop,Digitale Geisteswëssenschaften,"Direct translation from German, as it is the term commonly used in Luxembourgish academia. 'Geisteswëssenschaften' translates to humanities, arts and social sciences.",[],
la,Humanitates digitales,Latin,Digital Humanities,Humanitates digitales,2026-04-03 16:43:17,False,Humanitates Digitales,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""Humanitates Digitales"",
  ""translation_rationale"": ""Combining the Latin word 'humanitates' (arts, humanities) with 'digitales' (digital)""
}",llama3.1,2026-04-03T21:43:17.262964Z,889935459.0,80991042.0,72.0,289477375.0,43.0,506271169.0,stop,Humanitates Digitales,"Combining the Latin word 'humanitates' (arts, humanities) with 'digitales' (digital)",[],
ky,,"Kirghiz, Kyrgyz",Digital Humanities,,2026-04-03 16:43:14,False,Санариптик гуманитардык илимдер,True,,False,Санариптик гуманитардык илимдер,False,"{
  ""translated_term"": ""Электрондук адабийяттар"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Kyrgyz""
}",llama3.1,2026-04-03T21:43:14.358594Z,838089500.0,85870583.0,77.0,286540333.0,39.0,452832040.0,stop,Электрондук адабийяттар,Literal translation of 'Digital Humanities' into Kyrgyz,[],
kw,,Cornish,Digital Humanities,,2026-04-03 16:43:11,True,,True,,False,,False,"{""translated_term"": ""Dyfnans Kernewek"", ""translation_rationale"": ""Combining 'dyfnans' (digital) and the language name 'Kernewek' (Cornish) to create a term that represents the field of Digital Humanities in Cornish.""}",llama3.1,2026-04-03T21:43:11.506732Z,1125169875.0,83947250.0,73.0,302980250.0,60.0,720758621.0,stop,Dyfnans Kernewek,Combining 'dyfnans' (digital) and the language name 'Kernewek' (Cornish) to create a term that represents the field of Digital Humanities in Cornish.,"[{'translated_term': 'Dyfnans Kernewek', 'translation_rationale': ""Combining 'dyfnans' (digital) and the language name 'Kernewek' (Cornish) to create a term that represents the field of Digital Humanities in Cornish.""}]",Dyfnans Kernewek
kv,,Komi,Digital Humanities,,2026-04-03 16:43:08,False,Цифрӧвӧй гуманитарнӧй наукаяс,True,,False,,False,"{""translated_term"": ""Kodiža sovremennogo literatūrovoe issledovanie"", ""translation_rationale"": ""Translation of 'Digital Humanities' into Komi, using the literal meaning of 'digital humanities' as a guide.""}",llama3.1,2026-04-03T21:43:08.370066Z,1049850791.0,88041125.0,73.0,277421750.0,56.0,667313204.0,stop,Kodiža sovremennogo literatūrovoe issledovanie,"Translation of 'Digital Humanities' into Komi, using the literal meaning of 'digital humanities' as a guide.","[{'translated_term': 'Kodiža sovremennogo literatūrovoe issledovanie', 'translation_rationale': ""Translation of 'Digital Humanities' into Komi, using the literal meaning of 'digital humanities' as a guide.""}]",Kodiža sovremennogo literatūrovoe issledovanie
ku,,Kurdish,Digital Humanities,,2026-04-03 16:43:05,False,Mirovahiyên Dîjîtal,True,,False,Humanities dîjîtal,False,"{
  ""translated_term"": ""Bingehên Kûlturperestî ya Dîjîtal"",
  ""translation_rationale"": ""Combination of Kurdish words for Digital and Humanities, using the root word 'kûtûrlû' (culture) and adding '-perestî' (-humanities) to it, with 'bîngehên' (digital)""
}",llama3.1,2026-04-03T21:43:05.305642Z,1399781667.0,84297958.0,72.0,279000000.0,83.0,1012516414.0,stop,Bingehên Kûlturperestî ya Dîjîtal,"Combination of Kurdish words for Digital and Humanities, using the root word 'kûtûrlû' (culture) and adding '-perestî' (-humanities) to it, with 'bîngehên' (digital)",[],
ks,,Kashmiri,Digital Humanities,,2026-04-03 16:43:01,True,,True,,False,,False,"{
  ""translated_term"": ""digital humanities कु मुनासबत"",
  ""translation_rationale"": ""Combining 'Digital' and 'Humanities' with a Kashmiri word for study/comparison (मुनासबत)""
}",llama3.1,2026-04-03T21:43:01.890298Z,1016563541.0,87364208.0,73.0,309658333.0,52.0,604364750.0,stop,digital humanities कु मुनासबत,Combining 'Digital' and 'Humanities' with a Kashmiri word for study/comparison (मुनासबत),[],
ko,디지털 인문학,Korean,Digital Humanities,디지털 인문학,2026-04-03 16:42:55,False,디지털 인문학,True,,False,디지털 인문학,False,"{
  ""translated_term"": ""\ucd1c\uace0\uc7ac\ud559\uc138\uc694"",
  ""translation_rationale"": ""Digital Humanities""
}",llama3.1,2026-04-03T21:42:55.696538Z,822367583.0,104501416.0,72.0,280932625.0,37.0,425223333.0,stop,촜고재학세요,Digital Humanities,[],
kn,,Kannada,Digital Humanities,,2026-04-03 16:42:52,False,ಡಿಜಿಟಲ್ ಮಾನವಿಕಗಳು,True,,False,ಡಿಜಿಟಲ್ ಹ್ಯುಮಾನಿಟೀಸ್,False,"{""translated_term"": ""ಡಿಜಿಟಲ್ ಮಾನವಶಾಸ್ತ್ರ"", ""translation_rationale"": ""Combining 'Digital' and 'Humanities' into one word in Kannada""}",llama3.1,2026-04-03T21:42:52.860427Z,1197995959.0,86009250.0,73.0,296059125.0,66.0,797042627.0,stop,ಡಿಜಿಟಲ್ ಮಾನವಶಾಸ್ತ್ರ,Combining 'Digital' and 'Humanities' into one word in Kannada,"[{'translated_term': 'ಡಿಜಿಟಲ್ ಮಾನವಶಾಸ್ತ್ರ', 'translation_rationale': ""Combining 'Digital' and 'Humanities' into one word in Kannada""}]",ಡಿಜಿಟಲ್ ಮಾನವಶಾಸ್ತ್ರ
km,,Khmer,Digital Humanities,,2026-04-03 16:42:49,False,មនុស្សសាស្ត្រឌីជីថល,True,,False,មនុស្សធម៌ឌីជីថល។,False,"{
  ""translated_term"": ""ពាក្យបច្ចេកវិទ្យាឌីជីតាល"",
  ""translation_rationale"": ""Combining Khmer words for 'digital' (ឌីជីតាល) and 'humanities' (បច្ចេកវិទ្យា)""
}",llama3.1,2026-04-03T21:42:49.64889Z,1639944042.0,75506750.0,73.0,278341417.0,102.0,1258391878.0,stop,ពាក្យបច្ចេកវិទ្យាឌីជីតាល,Combining Khmer words for 'digital' (ឌីជីតាល) and 'humanities' (បច្ចេកវិទ្យា),[],
kl,,Kalaallisut,Digital Humanities,,2026-04-03 16:42:45,False,Digitalimik inuussutissarsiorneq,True,,False,,False,"{""translated_term"": ""Tunngasukkut nunaqarfik"", ""translation_rationale"": ""Literally 'digital humanities' in Kalaallisut, combining 'tunngasukkuq' (computer) and '-nunaqarfik' (humanities/arts)""}",llama3.1,2026-04-03T21:42:45.992759Z,1129445625.0,85832375.0,75.0,277132708.0,65.0,747256542.0,stop,Tunngasukkut nunaqarfik,"Literally 'digital humanities' in Kalaallisut, combining 'tunngasukkuq' (computer) and '-nunaqarfik' (humanities/arts)","[{'translated_term': 'Tunngasukkut nunaqarfik', 'translation_rationale': ""Literally 'digital humanities' in Kalaallisut, combining 'tunngasukkuq' (computer) and '-nunaqarfik' (humanities/arts)""}]",Tunngasukkut nunaqarfik
kk,,Kazakh,Digital Humanities,,2026-04-03 16:42:42,False,Сандық гуманитарлық ғылымдар,True,,False,Сандық гуманитарлық ғылымдар,False,"{
  ""translated_term"": ""Dijital Adabiyaty"",
  ""translation_rationale"": ""Combining Kazakh words for 'digital' (Дижитал, Dižitâl) and 'humanities' (адабийаты, adabyiaty)""
}",llama3.1,2026-04-03T21:42:42.848597Z,1080504625.0,86464833.0,73.0,273022667.0,61.0,702961174.0,stop,Dijital Adabiyaty,"Combining Kazakh words for 'digital' (Дижитал, Dižitâl) and 'humanities' (адабийаты, adabyiaty)",[],
kj,,"Kwanyama, Kuanyama",Digital Humanities,,2026-04-03 16:42:39,True,,False,Kala u na etaleko liwa li na sha novanhu,False,,False,"{
  ""translated_term"": ""Omulayi wA ntinda"",
  ""translation_rationale"": ""Combining the word 'umulayi' (computer/user) with 'ntinda' (humanities)""
}",llama3.1,2026-04-03T21:42:39.754327Z,936034291.0,87975833.0,78.0,305987959.0,46.0,528359708.0,stop,Omulayi wA ntinda,Combining the word 'umulayi' (computer/user) with 'ntinda' (humanities),[],
ki,,"Kikuyu, Gikuyu",Digital Humanities,,2026-04-03 16:42:36,True,,True,,False,,False,"{""translated_term"": ""Mathiiru ya Kidijitali"", ""translation_rationale"": ""Combining 'mathiri' (digital) and 'ya ki' (of the) with 'kidiitali' (humanities)""}",llama3.1,2026-04-03T21:42:36.804102Z,980776584.0,85745750.0,78.0,276491375.0,52.0,603829792.0,stop,Mathiiru ya Kidijitali,Combining 'mathiri' (digital) and 'ya ki' (of the) with 'kidiitali' (humanities),"[{'translated_term': 'Mathiiru ya Kidijitali', 'translation_rationale': ""Combining 'mathiri' (digital) and 'ya ki' (of the) with 'kidiitali' (humanities)""}]",Mathiiru ya Kidijitali
kg,,Kongo,Digital Humanities,,2026-04-03 16:42:33,False,Bantu ya Dijital,False,Mambu ya Mfunu Yina Bantu Ketudilaka Ntima,False,,False,"{""translated_term"": ""Tiembo za Kufasiri kwa Digitali"", ""translation_rationale"": ""Compound noun formed by combining Tiembo (Digital) and za Kufasiri (Humanities), following the pattern of compound nouns in Kimongo, which is a Bantu language.""}",llama3.1,2026-04-03T21:42:33.808773Z,1125085625.0,87548833.0,73.0,280823083.0,64.0,738585001.0,stop,Tiembo za Kufasiri kwa Digitali,"Compound noun formed by combining Tiembo (Digital) and za Kufasiri (Humanities), following the pattern of compound nouns in Kimongo, which is a Bantu language.","[{'translated_term': 'Tiembo za Kufasiri kwa Digitali', 'translation_rationale': 'Compound noun formed by combining Tiembo (Digital) and za Kufasiri (Humanities), following the pattern of compound nouns in Kimongo, which is a Bantu language.'}]",Tiembo za Kufasiri kwa Digitali
ka,,Georgian,Digital Humanities,,2026-04-03 16:42:30,False,ციფრული ჰუმანიტარული მეცნიერებები,True,,False,ციფრული ჰუმანიტარული,False,"{
  ""translated_term"": ""Digitale ხელოვნება"",
  ""translation_rationale"": ""From English, combining 'digital' and 'humanities'""
}",llama3.1,2026-04-03T21:42:30.669959Z,955010000.0,84210708.0,72.0,277449250.0,50.0,578101874.0,stop,Digitale ხელოვნება,"From English, combining 'digital' and 'humanities'",[],
jv,,Javanese,Digital Humanities,,2026-04-03 16:42:27,False,Humaniora Digital,True,,False,Kamanungsan Digital,False,"{
  ""translated_term"": ""Humanis Digital"",
  ""translation_rationale"": ""Direct translation of 'Digital Humanities' into Javanese, keeping the word order and structure.""
}",llama3.1,2026-04-03T21:42:27.701525Z,820232042.0,83083708.0,75.0,280326208.0,39.0,444630167.0,stop,Humanis Digital,"Direct translation of 'Digital Humanities' into Javanese, keeping the word order and structure.",[],
ja,デジタル・ヒューマニティーズ,Japanese,Digital Humanities,デジタル・ヒューマニティーズ,2026-04-03 16:42:24,False,デジタルヒューマニティーズ,True,,False,デジタル人文学,False,"{
  ""translated_term"": ""\u30D7\u30EA\u30B3\u30C8\u306F\u53EF\u4E0D\u533B\u5B66"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' using Japanese characters.""
}",llama3.1,2026-04-03T21:42:24.867689Z,1083378833.0,84487416.0,72.0,276138250.0,61.0,704285579.0,stop,プリコトは可不医学,Literal translation of 'Digital Humanities' using Japanese characters.,[],
iu,,Inuktitut,Digital Humanities,,2026-04-03 16:42:21,False,ᖃᕆᑕᐅᔭᒃᑯᑦ ᐃᓄᓕᕆᓂᕐᒧᑦ,True,,False,,False,"{
  ""translated_term"": ""ᓴᐃᑦ ᐊᕕᖅᒡᒥᐅᔭᖓ"",
  ""translation_rationale"": ""Combining the Inuktitut words for 'digital' (ᓴᐃᑦ) and 'humanities' (ᐊᕕᖅᒡᒥᐅᔭᖓ), which is a literal translation.""
}",llama3.1,2026-04-03T21:42:21.770498Z,1699847083.0,80058667.0,76.0,303455500.0,110.0,1286865285.0,stop,ᓴᐃᑦ ᐊᕕᖅᒡᒥᐅᔭᖓ,"Combining the Inuktitut words for 'digital' (ᓴᐃᑦ) and 'humanities' (ᐊᕕᖅᒡᒥᐅᔭᖓ), which is a literal translation.",[],
it,Informatica umanistica,Italian,Digital Humanities,Informatica umanistica,2026-04-03 16:42:18,False,Discipline umanistiche digitali,False,Digital Humanities,False,Scienze umanistiche digitali,False,"{
  ""translated_term"": ""Umanesimo Digitale"",
  ""translation_rationale"": ""Italian translation of the acronym DH, combining 'digitale' (digital) with 'umanesimo' (humanism)""
}",llama3.1,2026-04-03T21:42:18.056979Z,922235583.0,85729750.0,72.0,274108958.0,48.0,548045163.0,stop,Umanesimo Digitale,"Italian translation of the acronym DH, combining 'digitale' (digital) with 'umanesimo' (humanism)",[],
is,,Icelandic,Digital Humanities,,2026-04-03 16:42:15,False,Stafræn hugvísindi,False,Stafræn mannvera,False,Stafræn hugvísindi,False,"{
  ""translated_term"": ""Dagbóksvitnunarfræði"",
  ""translation_rationale"": ""Transliteration from English, combining 'dagbók' (digital) and 'vitnunarfraeði' (humanities)""
}",llama3.1,2026-04-03T21:42:15.120662Z,1070402250.0,83768458.0,72.0,293891375.0,59.0,675833125.0,stop,Dagbóksvitnunarfræði,"Transliteration from English, combining 'dagbók' (digital) and 'vitnunarfraeði' (humanities)",[],
