language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,lingvanex_translated_term,exclude_ollama,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_translated_term,ollama_translation_rationale,ollama_extracted_dictionaries,ollama_translation,exclude_openai,openai_translated_term,openai_completion_tokens,openai_created,openai_finish_reason,openai_model,openai_prompt_tokens,openai_total_tokens,openai_translation_rationale,openai_translation,exclude_claude,claude_translated_term,claude_translation_rationale,claude_model,claude_stop_reason,claude_created,claude_total_tokens,claude_input_tokens,claude_output_tokens
ml,,Malayalam,Digital Humanities,,2026-04-03 17:10:32,False,ഡിജിറ്റൽ മാനവികത,False,മാനവരാശി,False,ഡിജിറ്റൽ ഹ്യുമാനിറ്റീസ്,False,"{
  ""translated_term"": ""ഡിജിറ്റൽ മാനവശാസ്ത്രം"",
  ""translation_rationale"": ""Digital Humanities + Malayalam translation""
}",llama3.1,2026-04-03T21:44:00.999861Z,1325256375.0,76316666.0,73.0,297147917.0,59.0,934280668.0,stop,ഡിജിറ്റൽ മാനവശാസ്ത്രം,Digital Humanities + Malayalam translation,[],,False,ഡിജിറ്റൽ ഹ്യൂമാനിറ്റീസ്,58.0,1775244881.0,stop,gpt-4o-2024-08-06,68.0,126.0,The term 'Digital Humanities' is translated by retaining the original English term because it is a field-specific term that is often used as-is in academic contexts.,,False,ഡിജിറ്റൽ മാനവികശാസ്ത്രം,Direct translation where 'Digital' is transliterated as 'ഡിജിറ്റൽ' (commonly used in Malayalam) and 'Humanities' is translated as 'മാനവികശാസ്ത്രം' (the standard Malayalam term for humanities/human sciences),claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:32.469379,190.0,72.0,118.0
mk,,Macedonian,Digital Humanities,,2026-04-03 17:10:28,False,Дигитални хуманистички науки,False,Дигитални хуманости,False,Дигитални хуманистички науки,False,"{""translated_term"": ""Дигитални Уметности"", ""translation_rationale"": ""Combining the Macedonian words for 'digital' (дигитален) and 'humanities' (уметности), which is a direct translation of the English term.""}",llama3.1,2026-04-03T21:43:57.663092Z,1196571333.0,81731583.0,73.0,313172583.0,59.0,783908664.0,stop,Дигитални Уметности,"Combining the Macedonian words for 'digital' (дигитален) and 'humanities' (уметности), which is a direct translation of the English term.","[{'translated_term': 'Дигитални Уметности', 'translation_rationale': ""Combining the Macedonian words for 'digital' (дигитален) and 'humanities' (уметности), which is a direct translation of the English term.""}]",Дигитални Уметности,False,Дигитални хуманистички науки,85.0,1775244878.0,stop,gpt-4o-2024-08-06,69.0,154.0,"In Macedonian, 'Digital Humanities' translates to 'Дигитални хуманистички науки', where 'Дигитални' means 'Digital' and 'хуманистички науки' means 'Humanities', accurately reflecting the field of study that combines digital technology with humanities disciplines.",,False,Дигитални хуманистички науки,"Direct translation of 'Digital Humanities' in Macedonian, where 'дигитални' means 'digital' and 'хуманистички науки' means 'humanities/humanistic sciences', following standard academic terminology in Macedonian.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:28.357163,160.0,74.0,86.0
mi,,Māori,Digital Humanities,,2026-04-03 17:10:24,False,Ngā Tikanga Mamati,True,,False,Mamati Tangata,False,"{
  ""translated_term"": ""Humaritati Tiketronikī"",
  ""translation_rationale"": ""Breakdown of the terms: 'Humari' from Humaritati (from English Digital Humanities) meaning people or community, and 'Tiketronikī' directly translating the Māori word for 'digital', 'tiketronika'.""
}",llama3.1,2026-04-03T21:43:54.454177Z,1526982583.0,108083667.0,74.0,284334417.0,79.0,1112529332.0,stop,Humaritati Tiketronikī,"Breakdown of the terms: 'Humari' from Humaritati (from English Digital Humanities) meaning people or community, and 'Tiketronikī' directly translating the Māori word for 'digital', 'tiketronika'.",[],,False,Matihiko Tāngata,71.0,1775244876.0,stop,gpt-4o-2024-08-06,68.0,139.0,"The term 'Digital Humanities' is translated as 'Matihiko Tāngata', where 'Matihiko' means digital and 'Tāngata' means humanities or people, reflecting the interdisciplinary study of digital technology and human culture.",,False,Hangarau Matihiko,"Combines 'hangarau' (scholarship/humanities/knowledge) with 'matihiko' (digital), following standard Māori neologism patterns for academic terminology",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:24.178375,137.0,74.0,63.0
mh,,Marshallese,Digital Humanities,,2026-04-03 17:10:20,False,Digital Humanities,False,Ta ko Rej Wal̦o̦k ñan Armej?,False,,False,"{""translated_term"": ""Bwein Ijebu Teenaan"", ""translation_rationale"": ""Marshallese phrase combining 'bwein' (technology/computer), 'ijebu' (new/innovative) and 'teenaan' (humanities)""}",llama3.1,2026-04-03T21:43:50.915198Z,1112766083.0,83574708.0,74.0,282203958.0,61.0,728813251.0,stop,Bwein Ijebu Teenaan,"Marshallese phrase combining 'bwein' (technology/computer), 'ijebu' (new/innovative) and 'teenaan' (humanities)","[{'translated_term': 'Bwein Ijebu Teenaan', 'translation_rationale': ""Marshallese phrase combining 'bwein' (technology/computer), 'ijebu' (new/innovative) and 'teenaan' (humanities)""}]",Bwein Ijebu Teenaan,False,Humanities eo Eṃōjlōk,68.0,1775244873.0,stop,gpt-4o-2024-08-06,69.0,137.0,"Marshallese often borrows terms for digital and technical concepts due to limited native vocabulary for modern technology, thus combining 'humanities' with a term indicating 'digital' or 'modern' as adapted by speakers.",,False,Dijital Kautiej,"Marshallese uses many English loanwords. 'Dijital' is the phonetic adaptation of 'digital', and 'kautiej' means knowledge/learning/wisdom, making it the appropriate term for humanities/liberal arts studies.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:20.747120,154.0,76.0,78.0
mg,,Malagasy,Digital Humanities,,2026-04-03 17:10:14,False,Siansa momba ny maha-olona nomerika,False,Maha-olombelona nomerika,False,Digital Humanities,False,"{
  ""translated_term"": ""Tehniko Fitenyantsika"",
  ""translation_rationale"": ""Combining 'digital' from French (technique) and 'humanities' from English, considering the influence of French in Malagasy language.""
}",llama3.1,2026-04-03T21:43:47.787321Z,1052794458.0,83850042.0,74.0,275369041.0,56.0,677332170.0,stop,Tehniko Fitenyantsika,"Combining 'digital' from French (technique) and 'humanities' from English, considering the influence of French in Malagasy language.",[],,False,Siansa Niomerika sy Fampianarana Kolontsaina,91.0,1775244871.0,stop,gpt-4o-2024-08-06,68.0,159.0,"The term 'Siansa Niomerika sy Fampianarana Kolontsaina' in Malagasy captures the essence of 'Digital Humanities', combining the translation of 'digital' as 'siansa niomerika' meaning digital sciences and 'fampianarana kolontsaina' referring to cultural studies.",,False,Maha-olombelona Nomerika,"Direct translation where 'Maha-olombelona' means 'Humanities' (literally 'what makes human') and 'Nomerika' means 'Digital' (derived from 'numérique' in French, which heavily influences Malagasy academic vocabulary)",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:14.915350,168.0,75.0,93.0
lv,,Latvian,Digital Humanities,,2026-04-03 17:10:10,False,Digitālās humanitārās zinātnes,True,,False,Digitālās humanitārās zinātnes,False,"{""translated_term"": ""Dzeltskrātīšu māksla"", ""translation_rationale"": ""Combining 'dzelts' (digital) and 'krātīšu' (humanities or sciences)""}",llama3.1,2026-04-03T21:43:44.720514Z,998168500.0,86556625.0,74.0,285367167.0,52.0,611331461.0,stop,Dzeltskrātīšu māksla,Combining 'dzelts' (digital) and 'krātīšu' (humanities or sciences),"[{'translated_term': 'Dzeltskrātīšu māksla', 'translation_rationale': ""Combining 'dzelts' (digital) and 'krātīšu' (humanities or sciences)""}]",Dzeltskrātīšu māksla,False,Digitālās humanitārās zinātnes,63.0,1775244441.0,stop,gpt-4o-2024-08-06,69.0,132.0,"The term 'Digitālās humanitārās zinātnes' accurately reflects the integration of digital technologies and methodologies within the field of humanities, as is understood in Latvian academic contexts.",,False,Digitālās humanitārās zinātnes,"This is the standard Latvian translation used in academic contexts, where 'digitālās' means 'digital' and 'humanitārās zinātnes' refers to 'humanities' or 'human sciences'.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:10.218379,152.0,75.0,77.0
lu,,Luba-Katanga,Digital Humanities,,2026-04-03 17:10:06,True,,False,BISHINTE BYA KWIFUNDA,False,,False,"{""translated_term"": ""Mukanda wa digitali"", ""translation_rationale"": ""Combining Luba words 'mukanda' (digital) and '-wa' to make a possessive noun phrase, similar to how it's structured in other Bantu languages.""}",llama3.1,2026-04-03T21:43:41.709062Z,1085711333.0,80909625.0,76.0,282526750.0,57.0,705717705.0,stop,Mukanda wa digitali,"Combining Luba words 'mukanda' (digital) and '-wa' to make a possessive noun phrase, similar to how it's structured in other Bantu languages.","[{'translated_term': 'Mukanda wa digitali', 'translation_rationale': ""Combining Luba words 'mukanda' (digital) and '-wa' to make a possessive noun phrase, similar to how it's structured in other Bantu languages.""}]",Mukanda wa digitali,False,biyambilayi ya numériki,94.0,1775244867.0,stop,gpt-4o-2024-08-06,71.0,165.0,"The translation 'biyambilayi ya numériki' is a compound of 'biyambilayi', meaning 'humanities', and 'numériki', yet 'digital' is commonly understood in the context even though a direct translation may be lacking. This approach mirrors the practice in other languages, integrating digital as a concept with the study of humanities.",,False,Bumanyi bwa Numériki,"Combines 'bumanyi' (knowledge/humanities) with 'numériki' (digital/numeric), following Luba-Katanga morphology where 'bwa' indicates possession or relation.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:06.990011,152.0,78.0,74.0
lt,,Lithuanian,Digital Humanities,,2026-04-03 17:10:03,False,Skaitmeniniai humanitariniai mokslai,True,,False,Skaitmeniniai humanitariniai mokslai,False,"{
  ""translated_term"": ""Žmogaus Mokslas Dėl Digitalinės Prisijungimo"",
  ""translation_rationale"": ""Literal translation of 'Digital Humanities' into Lithuanian, combining 'humanities' with the adjective 'digital', as no single word equivalent exists in the language.""
}",llama3.1,2026-04-03T21:43:38.608115Z,1308912250.0,133469875.0,74.0,279226250.0,72.0,874762370.0,stop,Žmogaus Mokslas Dėl Digitalinės Prisijungimo,"Literal translation of 'Digital Humanities' into Lithuanian, combining 'humanities' with the adjective 'digital', as no single word equivalent exists in the language.",[],,False,Skaitmeninės humanitarikos,82.0,1775244864.0,stop,gpt-4o-2024-08-06,69.0,151.0,"The term 'Digital Humanities' translates to 'Skaitmeninės humanitarikos' in Lithuanian, where 'skaitmeninės' means 'digital' and 'humanitarikos' refers to 'humanities'. This maintains the original meaning while adapting it to the grammatical and linguistic context of Lithuanian.",,False,Skaitmeninės humanitarinės mokslai,"Direct translation where 'Skaitmeninės' means 'Digital', 'humanitarinės' means 'Humanities', and 'mokslai' means 'sciences/disciplines'. This is the standard term used in Lithuanian academic contexts for Digital Humanities.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:10:03.392814,164.0,72.0,92.0
lo,,Lao,Digital Humanities,,2026-04-03 17:09:59,False,ມະນຸດສາດດິຈິຕອນ,True,,False,Digital Humanities,False,"{
  ""translated_term"": ""ພະລັດເກາົມສິນ"",
  ""translation_rationale"": ""Lao translation of 'Digital Humanities' is a combination of ພະລັດ (digital) and ເກາົມສິນ (humanities)""
}",llama3.1,2026-04-03T21:43:35.285109Z,1506728166.0,87170208.0,73.0,277615375.0,91.0,1117568171.0,stop,ພະລັດເກາົມສິນ,Lao translation of 'Digital Humanities' is a combination of ພະລັດ (digital) and ເກາົມສິນ (humanities),[],,False,ມະນຸດດິຈິຕອນ,101.0,1775244860.0,stop,gpt-4o-2024-08-06,68.0,169.0,"The term 'Digital Humanities' can be translated into Lao by combining the words 'ມະນຸດ' (humanities) and 'ດິຈິຕອນ' (digital), which are used to represent modern digital concepts in the Lao language.",,False,ມະນຸດສາດດິຈິຕອນ,"Direct translation combining 'ມະນຸດສາດ' (humanities/human sciences) with 'ດິຈິຕອນ' (digital), following standard Lao academic terminology conventions.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:09:59.433605,162.0,74.0,88.0
ln,,Lingala,Digital Humanities,,2026-04-03 17:09:54,False,Humanités numériques,False,Biloko oyo bato bazali na yango,False,,False,"{
  ""translated_term"": ""Umwana wa Digital"",
  ""translation_rationale"": ""Using 'Digital' as a prefix to indicate the field of study""
}",llama3.1,2026-04-03T21:43:31.762627Z,785999792.0,87131708.0,73.0,279387583.0,36.0,407404041.0,stop,Umwana wa Digital,Using 'Digital' as a prefix to indicate the field of study,[],,False,Bozwi ya Mayele ya Numerike,83.0,1775244858.0,stop,gpt-4o-2024-08-06,69.0,152.0,"The term 'Bozwi ya Mayele ya Numerike' captures 'Digital Humanities' by combining 'bozwi' (study), 'mayele' (intelligence or knowledge), and 'numerike' (digital), effectively conveying the study of digital methods applied to humanities.",,False,Mateya ya nimero,"Lingala translation combining 'mateya' (knowledge/studies) with 'ya nimero' (digital/of numbers), as Lingala often borrows or adapts terms for modern technological concepts",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:09:54.863455,143.0,74.0,69.0
li,,Limburgish,Digital Humanities,,2026-04-03 17:09:47,False,Digitale geestesweitesjappe,True,,False,,False,"{
  ""translated_term"": ""Digitale Menskunde"",
  ""translation_rationale"": ""Combining 'digital' (digitale) and the suffix '-kunde', equivalent to 'humanities'""
}",llama3.1,2026-04-03T21:43:26.184286Z,898454375.0,76952083.0,74.0,289436334.0,44.0,518608875.0,stop,Digitale Menskunde,"Combining 'digital' (digitale) and the suffix '-kunde', equivalent to 'humanities'",[],,False,Digitale Geesteswetenschappen,62.0,1775244431.0,stop,gpt-4o-2024-08-06,69.0,131.0,"In Limburgish, 'Digitale' stands for 'Digital' and 'Geesteswetenschappen' is the term used for 'Humanities', aligning with Dutch influences in the Limburgish language.",,False,Digitaal Geisteswetenschafte,"Combines 'Digitaal' (digital) with 'Geisteswetenschafte' (humanities/human sciences), following Limburgish linguistic patterns similar to Dutch and German compounds used in academic contexts",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:09:47.916575,152.0,75.0,77.0
lg,,Luganda,Digital Humanities,,2026-04-03 17:09:43,False,Eby’obuntubulamu ebya Digital,False,Obusobozi bw'Abantu,False,,False,"{""translated_term"": ""Okusoma kya Digitale"", ""translation_rationale"": ""Breakdown: Okusoma (Digital) + kya (Humanities)""}",llama3.1,2026-04-03T21:43:23.274677Z,852922041.0,97496625.0,73.0,296993209.0,37.0,443246497.0,stop,Okusoma kya Digitale,Breakdown: Okusoma (Digital) + kya (Humanities),"[{'translated_term': 'Okusoma kya Digitale', 'translation_rationale': 'Breakdown: Okusoma (Digital) + kya (Humanities)'}]",Okusoma kya Digitale,False,Bunnakatemba bwa Dijito,88.0,1775244852.0,stop,gpt-4o-2024-08-06,69.0,157.0,"The term 'Digital Humanities' can be translated into Luganda as 'Bunnakatemba bwa Dijito' which combines the concepts of 'digital' and 'humanities'. 'Dijito' refers to 'digital', while 'Bunnakatemba' encompasses scholarly and cultural activities similar to 'Humanities'.",,False,Obuyiiya bwa Dijitulo,"Literal translation where 'Obuyiiya' means 'humanities/liberal arts' and 'bwa Dijitulo' means 'digital', following Luganda grammatical structure for compound terms in academic contexts.",claude-sonnet-4-5-20250929,end_turn,2026-04-03T17:09:43.588570,152.0,74.0,78.0
